fold,decision_time,ticker,xgb_signal,momentum_signal,liquidity_20d,volatility_20d,return_20d,return_60d
52,2026-07-31,AAM,0.4380952380952381,0.8238095238095238,50188400.0,0.020124188821034186,0.0718849840255591,-0.0014880952380952328
52,2026-07-31,ASM,0.29523809523809524,0.6000000000000001,3339500000.0,0.01867939598363368,-0.014975041597337757,-0.02310231023102305
52,2026-07-31,ASP,0.8857142857142857,0.9904761904761905,3047500000.0,0.030983241967068392,0.3134657836644592,0.4949748743718594
52,2026-07-31,AST,0.8571428571428571,0.8714285714285714,493000000.0,0.010211768298725749,0.027287319422151013,0.0847457627118644
52,2026-07-31,BKG,0.5333333333333333,0.16666666666666669,799500000.0,0.016203671516717335,-0.12552301255230125,-0.16733067729083662
52,2026-07-31,BMP,0.780952380952381,0.8238095238095238,23588000000.0,0.015511887105955363,-0.001953125,0.0804905553989288
52,2026-07-31,BTP,0.3142857142857143,0.37142857142857144,204000000.0,0.005012587988664082,-0.07831325301204817,-0.08820023837902269
52,2026-07-31,BWE,0.6857142857142857,0.6761904761904762,5443500000.0,0.009004635983968497,-0.0284625728372927,0.018562030075188085
52,2026-07-31,CCI,0.9904761904761905,0.2714285714285714,4769366.584158416,0.026226931703452982,-0.12429378531073443,-0.11529680365296802
52,2026-07-31,CCL,0.6476190476190476,0.1,149500000.0,0.02049585711619883,-0.14823529411764702,-0.19733924611973397
52,2026-07-31,CIG,0.09523809523809523,0.9380952380952381,206500000.0,0.023835946138267644,0.054131054131054235,0.17460317460317465
52,2026-07-31,CLC,0.6095238095238096,0.7333333333333334,136000000.0,0.014596168260242057,-0.005714285714285672,0.007138722747443538
52,2026-07-31,CLL,0.8666666666666667,0.7428571428571429,289500000.0,0.007539218118923187,0.0,0.005116959064327631
52,2026-07-31,CLW,0.9714285714285714,0.1904761904761905,16151250.0,0.031879960219631756,-0.35593220338983056,-0.11525029103608853
52,2026-07-31,CSM,0.7619047619047619,0.9523809523809523,7659500000.0,0.015187503463143024,0.06959706959706957,0.23206751054852326
52,2026-07-31,CTI,0.13333333333333333,0.3904761904761905,5246500000.0,0.016095619892469822,-0.050055005500549976,-0.12468322351748606
52,2026-07-31,DAH,0.7047619047619048,0.1904761904761905,184000000.0,0.029595475414878836,-0.23492063492063497,-0.11721611721611724
52,2026-07-31,DCL,0.6285714285714286,0.7666666666666666,24656500000.0,0.0068054318600541674,0.0026075619295957697,0.009186351706036655
